className,javaPackage,category,name,internalName,sortingName,heat,damage,rackSize,minimumRange,shortRange,mediumRange,longRange,extremeRange,waterShortRange,waterMediumRange,waterLongRange,waterExtremeRange,tonnage,criticalSlots,bv,cost,shortAV,medAV,longAV,extAV,maxRange,explosionDamage,rulesRefs,techBase,techRating,isIntroYear,clanIntroYear
ISAMS,megamek.common.weapons.other.innerSphere,other,Anti-Missile System,ISAntiMissileSystem,,1,2,2,0,1,1,1,1,,,,,0.5,1,32,100000,3,,,,Short,,"204, TM",IS,E,2613,
ISMekTaser,megamek.common.weapons.other.innerSphere,other,BattleMech Taser,Mek Taser,,6,1,1,,1,2,4,6,,,,,4,3,40,200000,,,,,,6,"157, TO:AUE",IS,E,3065,
ISCenturionWeaponSystem,megamek.common.weapons.other.innerSphere,other,Centurion Weapon System,,,4,0,,0,6,12,18,24,4,7,10,14,5.0,2,190,1000000,0,0,,,Medium,,"79, IO:AE",IS,E,2762,
CLFireExtinguisher,megamek.common.weapons.other.clan,other,Fire Extinguisher,,,0,0,,,1,1,1,1,,,,,0.0,0,,,,,,,,,,CLAN,B,,
ISFireExtinguisher,megamek.common.weapons.other.innerSphere,other,Fire Extinguisher,,,0,0,,,1,1,1,1,,,,,0.0,0,,,,,,,,,,IS,B,,
CLFluidGun,megamek.common.weapons.other.clan,other,Fluid Gun,Clan Fluid Gun,,0,,1,,1,2,3,4,,,,,2,2,6.0,35000,,,,,,,"125, TO:AUE",CLAN,B,,
ISFluidGun,megamek.common.weapons.other.innerSphere,other,Fluid Gun,IS Fluid Gun,,0,,1,,1,2,3,4,,,,,2,2,6,35000,,,,,,,"125, TO:AUE",IS,B,,
CLFussilade,megamek.common.weapons.other.clan,other,Fusillade Launcher,Fusillade,,,6,3,4,5,10,15,20,,,,,1.5,1,11.0,100000,6,6,6,,Medium,,"59, IO:AE",CLAN,F,,3072
CLLaserAMS,megamek.common.weapons.other.clan,other,Laser AMS,CLLaserAntiMissileSystem,Anti-Missile System Laser,5,3,2,0,1,1,1,1,,,,,1,1,45,225000,3,,,,Short,,"134, TO:AUE",CLAN,F,,
ISLaserAMS,megamek.common.weapons.other.innerSphere,other,Laser AMS,ISLaserAntiMissileSystem,Anti-Missile System Laser,7,3,2,0,1,1,1,1,,,,,1.5,2,45,225000,3,,,,Short,,"134, TO:AUE",IS,E,,
CLNarc,megamek.common.weapons.other.clan,other,Narc,CLNarcBeacon,,0,,1,,4,8,12,16,,,,,2.0,1,30,100000,,,,,,,"232, TM",CLAN,F,,2820
ISNarc,megamek.common.weapons.other.innerSphere,other,Narc,ISNarcBeacon,,0,,1,,3,6,9,12,,,,,3.0,2,30,100000,,,,,,,"232, TM",ALL,E,2580,2580
CLNarcIOS,megamek.common.weapons.other.clan,other,Narc (I-OS),CLNarcBeacon (I-OS),,0,,1,,4,8,12,16,,,,,1.5,1,6,100000,,,,,,,"139, TO:AUE",CLAN,B,,3058
ISNarcIOS,megamek.common.weapons.other.innerSphere,other,Narc (I-OS),ISNarcBeacon (I-OS),,0,,1,,3,6,9,12,,,,,2.5,2,6,100000,,,,,,,"139, TO:AUE",IS,B,3056,
CLNarcOS,megamek.common.weapons.other.clan,other,Narc (OS),CLNarcBeacon (OS),,0,,1,,4,8,12,16,,,,,2.5,1,6,100000,,,,,,,"232, TM",CLAN,F,,2820
ISNarcOS,megamek.common.weapons.other.innerSphere,other,Narc (OS),ISNarcBeacon (OS),,0,,1,,3,6,9,12,,,,,3.5,2,6,100000,,,,,,,"232, TM",ALL,E,2665,2665
ISAPDS,megamek.common.weapons.other.innerSphere,other,RISC Advanced Point Defense System,ISAPDS,,2,2,2,0,1,2,3,3,,,,,3,2,64,200000,,,,,Long,,"85, IO:AE",IS,E,3134,
ISTSEMPCannon,megamek.common.weapons.other.innerSphere,other,TSEMP Cannon,,,,,,,,,,,,,,,6,5,488,800000,,,,,,,"84, IO:AE",IS,E,3085,
ISTSEMPOneShot,megamek.common.weapons.other.innerSphere,other,TSEMP One-Shot,,,,,,,,,,,,,,,4,3,98,500000,,,,,,,"84, IO:AE",IS,E,3095,
ISTSEMPRepeatingCannon,megamek.common.weapons.other.innerSphere,other,TSEMP Repeating Cannon,,,,,,,,,,,,,,,8,7,600,1200000,,,,,,,"88, IO:AE",IS,F,3133,
ISImprovedNarc,megamek.common.weapons.other.innerSphere,other,iNarc,ISImprovedNarc,Narc X,0,,1,,4,9,15,22,,,,,5.0,3,75,250000,,,,,,,"232, TM",IS,E,3054,
ISImprovedNarcOS,megamek.common.weapons.other.innerSphere,other,iNarc (OS),ISImprovedNarc (OS),Narc X OS,0,,1,,4,9,15,22,,,,,5.5,2,15,250000,,,,,,,"232, TM",IS,E,3054,
CLERPPC,megamek.common.weapons.ppc.clan,ppc,ER PPC,CLERPPC,PPC ER,15,15,,,7,14,23,34,4,10,16,24,6.0,2,412.0,300000,15,15,15,,Long,,"233, TM",CLAN,F,,2823
ISERPPC,megamek.common.weapons.ppc.innerSphere,ppc,ER PPC,ISERPPC,PPC ER,15,10,,,7,14,23,34,4,10,16,24,7.0,3,229,300000,10,10,10,,Long,,"234, TM",ALL,E,2740,2740
CLEnhancedPPC,megamek.common.weapons.ppc.clan,ppc,Enhanced PPC,CLWERPPC,PPC Enhanced,15,12,,,7,14,23,34,4,10,16,24,7.0,3,329.0,300000,12,12,12,,Long,,"89, IO:AE",CLAN,F,,2822
ISHeavyPPC,megamek.common.weapons.ppc.innerSphere,ppc,Heavy PPC,,PPC D,15,15,,3,6,12,18,24,4,7,10,15,10.0,4,317,250000,15,15,,,Medium,,"234, TM",IS,E,3062,
CLImprovedPPC,megamek.common.weapons.ppc.clan,ppc,Improved PPC,,PPC IMP,10,10,,3,6,12,18,24,4,7,10,14,6.0,2,176,200000,10,10,,,Medium,,"89, IO:AE",CLAN,F,,2819
ISKinsSlaughterPPC,megamek.common.weapons.ppc.innerSphere,ppc,Kins Slaughter H ER PPC,ISKinHERPPC,PPC ER Kins,13,10,,,4,10,16,24,4,10,16,24,7.0,3,229,450000,,,,,,,Unofficial,ALL,E,2740,2740
ISLightPPC,megamek.common.weapons.ppc.innerSphere,ppc,Light PPC,,PPC B,5,5,,3,6,12,18,24,4,7,10,15,3.0,2,88,150000,5,5,,,Medium,,"234, TM",IS,E,3064,
ISPPC,megamek.common.weapons.ppc.innerSphere,ppc,PPC,,PPC C,10,10,,3,6,12,18,24,4,7,10,15,7.0,3,176,200000,10,10,,,Medium,,"234, TM",ALL,D,2440,2440
CLPlasmaCannon,megamek.common.weapons.ppc.clan,ppc,Plasma Cannon,CLPlasmaCannon,,7,,2,,6,12,18,24,,,,,3.0,1,170,320000,10,10,,,Medium,,"234, TM",CLAN,F,,3068
ISPlasmaRifle,megamek.common.weapons.ppc.innerSphere,ppc,Plasma Rifle,ISPlasmaRifle,,10,10,1,,5,10,15,20,,,,,6.0,2,210,260000,10,10,,,Medium,,"234, TM",IS,E,3061,
ISSnubNosePPC,megamek.common.weapons.ppc.innerSphere,ppc,Snub-Nose PPC,ISSNPPC,PPC Snub,10,,,0,9,13,15,22,6,8,9,13,6.0,2,165,300000,10,8,,,Medium,,"234, TM",IS,E,2695,
ISAC10Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype Autocannon/10,Autocannon/10 Primitive,,3,10,10,,5,10,15,20,,,,,12.0,7,123,200000,10,10,,,Medium,,"112, IO:AE",IS,C,2450,
ISAC2Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype Autocannon/2,Autocannon/2p,Primitive Prototype Autocannon/02,1,2,2,4,8,16,24,32,,,,,6.0,1,37,75000,2,2,2,2,Long,,"112, IO:AE",IS,C,2290,
ISAC20Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype Autocannon/20,Autocannon/20 Primitive,,7,20,20,,3,6,9,12,,,,,14.0,10,178,300000,20,,,,Short,,"112, IO:AE",IS,C,2488,
ISAC5Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype Autocannon/5,Autocannon/5 Primitive,Primitive Prototype Autocannon/05,1,5,5,3,6,12,18,24,,,,,8.0,4,70,125000,5,5,,,Medium,,"112, IO:AE",IS,C,2240,
ISLRM10Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype LRM 10,,,4,,10,6,,,,,,,,,5.0,2,90,100000,6,6,6,,Long,,"112, IO:AE",IS,C,2295,
ISLRM15Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype LRM 15,,,5,,15,6,,,,,,,,,7.0,3,136,175000,9,9,9,,Long,,"112, IO:AE",IS,C,2295,
ISLRM20Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype LRM 20,,,6,,20,6,,,,,,,,,10.0,5,181,250000,12,12,12,,Long,,"112, IO:AE",IS,C,2295,
ISLRM5Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype LRM 5,,Primitive Prototype LRM 05,2,,5,6,,,,,,,,,2.0,1,45,30000,3,3,3,,Long,,"112, IO:AE",IS,C,2295,
ISLaserPrimitiveLarge,megamek.common.weapons.primitive,primitive,Primitive Prototype Large Laser,,Laser Proto D,12,8,,,5,10,15,20,3,6,9,12,5.0,2,123,100000,8,8,,,Medium,,"112, IO:AE",IS,C,2306,
ISLongTomPrimitive,megamek.common.weapons.primitive,primitive,Primitive Prototype Long Tom Artillery,ISPrimitiveLongTom,,20,,25,,1,2,30,30,,,,,30,30,368,450000,,,,,,,"112, IO:AE",IS,E,2445,
ISLaserPrimitiveMedium,megamek.common.weapons.primitive,primitive,Primitive Prototype Medium Laser,,Laser Proto C,5,5,,,3,6,9,12,2,4,6,8,1.0,1,46,40000,5,,,,Short,,"112, IO:AE",IS,C,2290,
ISPPCPrimitive,megamek.common.weapons.primitive,primitive,Primitive Prototype PPC,,PPC Proto C,15,10,,3,6,12,18,24,4,7,10,15,7.0,3,176,200000,10,10,,,Medium,,"112, IO:AE",IS,C,2439,
ISSRM2Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype SRM 2,,SRM Proto 2,2,,2,,3,6,9,12,,,,,1.0,1,21,10000,2,,,,Short,,"112, IO:AE",IS,C,2365,
ISSRM4Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype SRM 4,,SRM Proto 4,3,,4,,3,6,9,12,,,,,2.0,1,39,60000,4,,,,Short,,"112, IO:AE",IS,C,2365,
ISSRM6Primitive,megamek.common.weapons.primitive,primitive,Primitive Prototype SRM 6,,SRM Proto 6,4,,6,,3,6,9,12,,,,,3.0,2,59,80000,8,,,,Short,,"112, IO:AE",IS,C,2365,
ISLaserPrimitiveSmall,megamek.common.weapons.primitive,primitive,Primitive Prototype Small Laser,,Laser Proto B,2,3,,,1,2,3,4,1,2,2,2,0.5,1,9,11250,3,,,,Short,,"112, IO:AE",IS,C,2290,
ISPulseLaserMediumRecovered,megamek.common.weapons.prototypes.innerSphere,prototypes,Medium Pulse Laser (Recovered Prototype),ISMediumPulseLaserRecovered,,4,6,,,2,4,6,8,2,3,4,6,2.0,1,48,240000,,,,,,,"97, IO:AE",IS,E,3031,
PrototypeArrowIV,megamek.common.weapons.prototypes,prototypes,Prototype Arrow IV,ProtoTypeArrowIV,,10,,20,,1,2,8,8,,,,,16,16,240,1800000,,,,,,,"64, IO:AE",IS,E,2593,
ISERLaserLargePrototype,megamek.common.weapons.prototypes.innerSphere,prototypes,Prototype ER Large Laser,ISERLargeLaserPrototype,,12,8,,,7,14,19,28,3,9,12,18,5.0,2,136,600000,8,8,8,,Long,,"97, IO:AE",IS,E,3030,
CLERLaserMediumPrototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype ER Medium Laser (CP),CLERMediumLaserPrototype,,5,5,,,4,8,12,16,3,5,8,12,1.5,1,62,80000,5,5,,,Medium,,"91, IO:AE",CLAN,E,,2819
CLERLaserSmallPrototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype ER Small Laser (CP),CLERSmallLaserPrototype,,2,3,,,2,4,5,7,1,2,3,4,0.5,1,17,11250,3,,,,Short,,"91, IO:AE",CLAN,E,,2819
ISGaussRiflePrototype,megamek.common.weapons.prototypes.innerSphere,prototypes,Prototype Gauss Rifle,ISGaussRiflePrototype,Gauss PROTO,1,15,,2,7,15,22,33,,,,,15.0,8,320,1200000,,,,,,20,"66, IO:AE",IS,E,2587,
ISLB10XACPrototype,megamek.common.weapons.prototypes.innerSphere,prototypes,Prototype LB 10-X Autocannon,ISLBXAC10Prototype,LB Proto 10-X AC,2,10,10,,6,12,18,24,,,,,11.0,7,148,2000000,,,,,,,"66, IO:AE",IS,E,2590,
CLLB2XACPrototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype LB 2-X Autocannon,CLLBXAC2Prototype,Prototype LB 02-X Autocannon,1,2,2,4,9,18,27,36,,,,,6.0,5,42,150000,2,2,2,2,Extreme,,"91, IO:AE",CLAN,F,,2820
CLLB20XACPrototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype LB 20-X Autocannon,CLLBXAC20Prototype,,6,20,20,,4,8,12,16,,,,,14.0,12,237,600000,20,20,,,Medium,,"91, IO:AE",CLAN,F,,2820
CLLB5XACPrototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype LB 5-X Autocannon,CLLBXAC5Prototype,Prototype LB 05-X Autocannon,1,5,5,3,7,14,21,28,,,,,8.0,6,83,250000,5,5,5,,Long,,"91, IO:AE",CLAN,F,,2820
ISPulseLaserLargePrototype,megamek.common.weapons.prototypes.innerSphere,prototypes,Prototype Large Pulse Laser,ISLargePulseLaserPrototype,,10,9,,,3,7,10,15,2,5,7,10,7.0,2,108,875000,9,9,,,Medium,,"67, IO:AE",IS,E,2595,
ISPulseLaserMediumPrototype,megamek.common.weapons.prototypes.innerSphere,prototypes,Prototype Medium Pulse Laser,ISMediumPulseLaserPrototype,,4,6,,,2,4,6,8,2,3,4,6,2.0,1,43,300000,,,,,,,"67, IO:AE",IS,E,2595,
ISNarcPrototype,megamek.common.weapons.prototypes.innerSphere,prototypes,Prototype Narc Missile Beacon,ISNarcBeaconPrototype,,0,,1,,3,6,9,12,,,,,3.0,2,15,300000,,,,,,,"66, IO:AE",IS,E,2580,
PrototypeRL10,megamek.common.weapons.prototypes,prototypes,Prototype Rocket Launcher 10,CLRocketLauncher10Prototype,,3,,10,,5,11,18,27,,,,,.5,1,15,15000,6,6,,,Medium,,"67, IO:AE",ALL,B,,
PrototypeRL15,megamek.common.weapons.prototypes,prototypes,Prototype Rocket Launcher 15,CLRocketLauncher15Prototype,,4,,15,,4,9,15,22,,,,,1.0,2,18,30000,9,9,,,Medium,,"67, IO:AE",ALL,B,,
PrototypeRL20,megamek.common.weapons.prototypes,prototypes,Prototype Rocket Launcher 20,RocketLauncher20Prototype,,5,,20,,3,7,12,18,,,,,1.5,3,19,45000,12,12,,,Medium,,"67, IO:AE",ALL,B,,
ISPulseLaserSmallPrototype,megamek.common.weapons.prototypes.innerSphere,prototypes,Prototype Small Pulse Laser,ISSmallPulseLaserPrototype,,2,3,,,1,2,3,4,1,2,2,2,1.0,1,11,80000,3,,,,Short,,"67, IO:AE",IS,E,2595,
CLStreakSRM4Prototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype Streak SRM 4,CLStreakSRM4Prototype,,3,,4,,3,6,9,12,,,,,3.0,2,59,60000,4,,,,Short,,"91, IO:AE",CLAN,E,,2819
CLStreakSRM6Prototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype Streak SRM 6,CLStreakSRM6Prototype,,4,,6,,3,6,9,12,,,,,4.5,2,89,120000,8,,,,Short,,"91, IO:AE",CLAN,E,,2819
ISPrototypeTAG,megamek.common.weapons.prototypes.innerSphere,prototypes,Prototype TAG,ISProtoTypeTAG,,0,0,,,5,9,15,18,,,,,1.5,1,0,150000,,,,,,,"67, IO:AE",IS,E,2593,
CLUAC10Prototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype Ultra Autocannon/10,CLUltraAC10Prototype,,4,10,10,,6,12,18,24,,,,,13.0,8,210,320000,15,15,,,Medium,,"92, IO:AE",CLAN,F,,2820
CLUAC2Prototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype Ultra Autocannon/2,CLUltraAC2Prototype,,1,2,2,3,8,17,25,34,,,,,7.0,4,56,120000,3,3,3,3,Extreme,,"92, IO:AE",CLAN,F,,2820
CLUAC20Prototype,megamek.common.weapons.prototypes.clan,prototypes,Prototype Ultra Autocannon/20,CLUltraAC20Prototype,,8,20,20,,3,7,10,14,,,,,15.0,11,281,480000,30,30,,,Medium,,"92, IO:AE",CLAN,F,,2820
ISUAC5Prototype,megamek.common.weapons.prototypes.innerSphere,prototypes,Prototype Ultra Autocannon/5,ISUltraAC5Prototype,,1,5,5,2,6,13,20,26,,,,,9.0,6,112,1000000,7,7,7,,Long,,"98, IO:AE",IS,E,3029,
CLImprovedSRM2,megamek.common.weapons.srms.clan.improvedSRM,srms,Improved SRM 2,,,2,,2,,4,8,12,16,,,,,1.0,1,28,10000,3,3,,,Medium,,"90, IO:AE",CLAN,F,,2815
CLImprovedSRM4,megamek.common.weapons.srms.clan.improvedSRM,srms,Improved SRM 4,,,3,,4,,4,8,12,16,,,,,2.0,1,39,60000,6,6,,,Medium,,"90, IO:AE",CLAN,F,,2815
CLImprovedSRM6,megamek.common.weapons.srms.clan.improvedSRM,srms,Improved SRM 6,Improved SRM 6,,4,,6,,4,8,12,16,,,,,3.0,2,79,80000,9,9,,,Medium,,"90, IO:AE",CLAN,F,,2815
CLSRM1,megamek.common.weapons.srms.clan,srms,SRM 1,CLSRM1,,,,1,,3,6,9,12,,,,,,,15,80000,,,,,,,"231, TM",CLAN,F,,3055
CLSRM1OS,megamek.common.weapons.srms.clan.oneShot,srms,SRM 1 (OS),CLSRM1OS,,,,1,,3,6,9,12,,,,,,,3,,,,,,,,"231, TM",CLAN,F,,3055
CLSRM2,megamek.common.weapons.srms.clan,srms,SRM 2,CLSRM2,,2,,2,,3,6,9,12,,,,,0.5,1,21,10000,2,,,,Short,,"229, TM",CLAN,F,,2820
ISSRM2,megamek.common.weapons.srms.innerSphere,srms,SRM 2,,,2,,2,,3,6,9,12,,,,,1.0,1,21,10000,2,,,,Short,,"229, TM",ALL,C,2365,2365
CLSRM2IOS,megamek.common.weapons.srms.clan.oneShot,srms,SRM 2 (I-OS),CLSRM2 (IOS),,2,,2,,3,6,9,12,,,,,0.25,1,4,8000,2,,,,Short,,"139, TO:AUE",CLAN,B,,
ISSRM2IOS,megamek.common.weapons.srms.innerSphere.oneShot,srms,SRM 2 (I-OS),ISSRM2IOS,,2,,2,,3,6,9,12,,,,,0.5,1,4,8000,2,,,,Short,,"139, TO:AUE",IS,B,,
CLSRM2OS,megamek.common.weapons.srms.clan.oneShot,srms,SRM 2 (OS),CLSRM2 (OS),,2,,2,,3,6,9,12,,,,,1,1,4,5000,2,,,,Short,,"228, TM",CLAN,F,,2820
ISSRM2OS,megamek.common.weapons.srms.innerSphere.oneShot,srms,SRM 2 (OS),ISSRM2OS,,2,,2,,3,6,9,12,,,,,1.5,1,4,5000,2,,,,Short,,"230, TM",IS,C,2665,
CLSRM3,megamek.common.weapons.srms.clan,srms,SRM 3,CLSRM3,,,,3,,3,6,9,12,,,,,,,30,80000,,,,,,,"231, TM",CLAN,F,,3055
CLSRM3OS,megamek.common.weapons.srms.clan.oneShot,srms,SRM 3 (OS),CLSRM3OS,,,,3,,3,6,9,12,,,,,,,6,,,,,,,,"231, TM",CLAN,F,,3055
CLSRM4,megamek.common.weapons.srms.clan,srms,SRM 4,CLSRM4,,3,,4,,3,6,9,12,,,,,1.0,1,39,60000,4,,,,Short,,"229, TM",CLAN,F,,2820
ISSRM4,megamek.common.weapons.srms.innerSphere,srms,SRM 4,,,3,,4,,3,6,9,12,,,,,2.0,1,39,60000,4,,,,Short,,"229, TM",ALL,C,2365,2365
CLSRM4IOS,megamek.common.weapons.srms.clan.oneShot,srms,SRM 4 (I-OS),CLSRM4 (IOS),,3,,4,,3,6,9,12,,,,,0.5,1,8,48000,4,,,,Short,,"139, TO:AUE",CLAN,B,,
ISSRM4IOS,megamek.common.weapons.srms.innerSphere.oneShot,srms,SRM 4 (I-OS),ISSRM4IOS,,3,,4,,3,6,9,12,,,,,1.5,1,8,48000,4,,,,Short,,"139, TO:AUE",IS,B,,
CLSRM4OS,megamek.common.weapons.srms.clan.oneShot,srms,SRM 4 (OS),CLSRM4 (OS),,3,,4,,3,6,9,12,,,,,1.5,1,8,30000,4,,,,Short,,"228, TM",CLAN,F,,2820
ISSRM4OS,megamek.common.weapons.srms.innerSphere.oneShot,srms,SRM 4 (OS),ISSRM4OS,,3,,4,,3,6,9,12,,,,,2.5,1,8,30000,4,,,,Short,,"230, TM",IS,C,2665,
CLSRM5,megamek.common.weapons.srms.clan,srms,SRM 5,CLSRM5,,,,5,,3,6,9,12,,,,,,,47,80000,,,,,,,"231, TM",CLAN,F,,3055
CLSRM5OS,megamek.common.weapons.srms.clan.oneShot,srms,SRM 5 (OS),CLSRM5OS,,,,5,,3,6,9,12,,,,,,,9,,,,,,,,"231, TM",CLAN,F,,3055
CLSRM6,megamek.common.weapons.srms.clan,srms,SRM 6,CLSRM6,,4,,6,,3,6,9,12,,,,,1.5,1,59,80000,8,,,,Short,,"229, TM",CLAN,F,,2820
ISSRM6,megamek.common.weapons.srms.innerSphere,srms,SRM 6,,,4,,6,,3,6,9,12,,,,,3.0,2,59,80000,8,,,,Short,,"229, TM",ALL,C,2365,2365
CLSRM6IOS,megamek.common.weapons.srms.clan.oneShot,srms,SRM 6 (I-OS),CLSRM6 (IOS),,4,,6,,3,6,9,12,,,,,1.0,1,12,64000,8,,,,Short,,"139, TO:AUE",CLAN,B,,
ISSRM6IOS,megamek.common.weapons.srms.innerSphere.oneShot,srms,SRM 6 (I-OS),ISSRM6IOS,,4,,6,,3,6,9,12,,,,,2.5,2,12,64000,8,,,,Short,,"139, TO:AUE",IS,B,,
CLSRM6OS,megamek.common.weapons.srms.clan.oneShot,srms,SRM 6 (OS),CLSRM6 (OS),,4,,6,,3,6,9,12,,,,,2.0,1,12,40000,8,,,,Short,,"228, TM",CLAN,F,,2820
ISSRM6OS,megamek.common.weapons.srms.innerSphere.oneShot,srms,SRM 6 (OS),ISSRM6OS,,4,,6,,3,6,9,12,,,,,3.5,2,12,40000,8,,,,Short,,"230, TM",IS,C,2665,
CLSRT1,megamek.common.weapons.srms.clan.torpedo,srms,SRT 1,CLSRT1,,,,1,,,,,,3,6,9,12,0.25,1,15,10000,,,,,,,"230, TM",CLAN,C,,2820
CLSRT1OS,megamek.common.weapons.srms.clan.torpedo.oneShot,srms,SRT 1 (OS),CLSRMT1OS,,,,1,,,,,,3,6,9,12,0.25,1,3,,,,,,,,"230, TM",CLAN,F,,3055
CLSRT2,megamek.common.weapons.srms.clan.torpedo,srms,SRT 2,CLSRT2,,2,,2,,,,,,3,6,9,12,0.5,1,21,10000,,,,,,,"230, TM",CLAN,C,,2820
ISSRT2,megamek.common.weapons.srms.innerSphere.torpedo,srms,SRT 2,,,2,,2,,,,,,3,6,9,12,1.0,1,21,10000,,,,,,,"230, TM",IS,C,2665,
CLSRT2IOS,megamek.common.weapons.srms.clan.torpedo.oneShot,srms,SRT 2 (I-OS),CLSRT2 (IOS),,2,,2,,,,,,3,6,9,12,0.5,1,4,8000,,,,,,,"139, TO:AUE",CLAN,B,,
ISSRT2IOS,megamek.common.weapons.srms.innerSphere.torpedo.oneShot,srms,SRT 2 (I-OS),ISSRT2IOS,,2,,2,,,,,,3,6,9,12,0.5,1,4,8000,,,,,,,"139, TO:AUE",IS,B,,
CLSRT2OS,megamek.common.weapons.srms.clan.torpedo.oneShot,srms,SRT 2 (OS),CLSRT2 (OS),,2,,2,,,,,,3,6,9,12,1.0,1,4,5000,,,,,,,"230, TM",CLAN,C,,2665
ISSRT2OS,megamek.common.weapons.srms.innerSphere.torpedo.oneShot,srms,SRT 2 (OS),ISSRT2OS,,2,,2,,,,,,3,6,9,12,1.5,1,4,5000,,,,,,,"230, TM",IS,C,2665,
CLSRT3,megamek.common.weapons.srms.clan.torpedo,srms,SRT 3,CLSRT3,,,,3,,,,,,3,6,9,12,0.75,1,30,80000,,,,,,,"230, TM",CLAN,F,,3055
CLSRT3OS,megamek.common.weapons.srms.clan.torpedo.oneShot,srms,SRT 3 OS,CLSRT3OS,,,,3,,,,,,3,6,9,12,0.75,1,6,80000,,,,,,,"230, TM",CLAN,F,,3055
CLSRT4,megamek.common.weapons.srms.clan.torpedo,srms,SRT 4,CLSRT4,,3,,4,,,,,,3,6,9,12,1.0,1,39,60000,,,,,,,"230, TM",CLAN,C,,2820
ISSRT4,megamek.common.weapons.srms.innerSphere.torpedo,srms,SRT 4,,,3,,4,,,,,,3,6,9,12,2.0,1,39,60000,,,,,,,"230, TM",IS,C,2665,
CLSRT4IOS,megamek.common.weapons.srms.clan.torpedo.oneShot,srms,SRT 4 (I-OS),CLSRT4 (IOS),,3,,4,,,,,,3,6,9,12,0.5,1,8,48000,,,,,,,"139, TO:AUE",CLAN,B,,
ISSRT4IOS,megamek.common.weapons.srms.innerSphere.torpedo.oneShot,srms,SRT 4 (I-OS),ISSRT4IOS,,3,,4,,,,,,3,6,9,12,1.5,1,8,48000,,,,,,,"139, TO:AUE",IS,B,,
CLSRT4OS,megamek.common.weapons.srms.clan.torpedo.oneShot,srms,SRT 4 (OS),CLSRT4 (OS),,3,,4,,,,,,3,6,9,12,1.5,1,8,30000,,,,,,,"230, TM",CLAN,C,,2665
ISSRT4OS,megamek.common.weapons.srms.innerSphere.torpedo.oneShot,srms,SRT 4 (OS),ISSRT4OS,,3,,4,,,,,,3,6,9,12,2.5,1,8,30000,,,,,,,"230, TM",IS,C,2665,
CLSRT5,megamek.common.weapons.srms.clan.torpedo,srms,SRT 5,CLSRT5,,,,5,,,,,,3,6,9,12,1.25,1,47,80000,,,,,,,"231, TM",CLAN,F,,3055
CLSRT5OS,megamek.common.weapons.srms.clan.torpedo.oneShot,srms,SRT 5 OS,CLSRT5OS,,,,5,,,,,,3,6,9,12,1.25,1,9,80000,,,,,,,"230, TM",CLAN,F,,3055
CLSRT6,megamek.common.weapons.srms.clan.torpedo,srms,SRT 6,CLSRT6,,4,,6,,,,,,3,6,9,12,1.5,1,59,80000,,,,,,,"230, TM",CLAN,C,,2820
ISSRT6,megamek.common.weapons.srms.innerSphere.torpedo,srms,SRT 6,,,4,,6,,,,,,3,6,9,12,3.0,2,59,80000,,,,,,,"230, TM",IS,C,2665,
CLSRT6IOS,megamek.common.weapons.srms.clan.torpedo.oneShot,srms,SRT 6 (I-OS),CLSRT6 (IOS),,4,,6,,,,,,3,6,9,12,1,1,12,64000,,,,,,,"139, TO:AUE",CLAN,B,,
ISSRT6IOS,megamek.common.weapons.srms.innerSphere.torpedo.oneShot,srms,SRT 6 (I-OS),ISSRT6IOS,,4,,6,,,,,,3,6,9,12,2.5,2,12,64000,,,,,,,"139, TO:AUE",IS,B,,
CLSRT6OS,megamek.common.weapons.srms.clan.torpedo.oneShot,srms,SRT 6 (OS),CLSRT6 (OS),,4,,6,,,,,,3,6,9,12,2.0,1,12,40000,,,,,,,"230, TM",CLAN,C,,2665
ISSRT6OS,megamek.common.weapons.srms.innerSphere.torpedo.oneShot,srms,SRT 6 (OS),ISSRT6OS,,4,,6,,,,,,3,6,9,12,3.5,2,12,40000,,,,,,,"230, TM",IS,C,2665,
CLStreakSRM1,megamek.common.weapons.srms.clan.streak,srms,Streak SRM 1,CLStreakSRM1,,0,,1,,4,8,12,16,,,,,0.5,0,20,,,,,,,,"230, TM",CLAN,F,,3055
